ActorName,Name,Image,HP,Object Map Link,Points For Defeating,Max Can Defeat For Points,Max Points With Skills,Scales To,Scale Up When Points Total Is,Attack Power 1,Attack Power 2,Attack Power 3,Attack Power 4,Element,Flammable,Fire Damage Taken,Continuous Fire Damage Taken,Freezable,Ice Damage Taken,Shockable,Electric Damage Taken,Lightning Damage Taken,Riju Lightning Damage Taken,Water Damage Taken,Light Damage Taken,Contunuous Light Damage Taken,Defeated By Ancient Blade,Can Headshot,Can Melee Headshot,"Headshot
BoneName",Can Sneakstrike,Rock Type,Arrow Damage Multiplier,Headshot Multiplier,Beam Damage Multiplier,Bomb Damage Multiplier,Can Be Dazed,Daze Duration,Can Be Confused,Spawn Time,Despawn Time,Flame Guard Level,Drowns In Water,Has Gloom Variant in Depths,Awakens Master Sword +30,IsCharacter,HP (1st Boss),HP (2nd Boss),HP (3rd Boss),HP (4th Boss),HP (5th Boss),Attack Power Multiplier (1st Boss),Attack Power Multiplier (2nd Boss),Attack Power Multiplier (3rd Boss),Attack Power Multiplier (4th Boss),Attack Power Multiplier (5th Boss),HP (Kohga 1st Battle),HP (Kohga 2nd Battle),HP (Kohga 3rd Battle),Compendium #
Enemy_Mogurudo_Baby_Junior,Little Frox,,16,Little Frox,0,-,-,-,-,8,-,-,-,-,TRUE,10,3,TRUE,10,TRUE,16,16,16,0,0,0,TRUE,TRUE,FALSE,Head,FALSE,TRUE,1,20,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,184
Enemy_Mogurudo_Junior,Frox,,700,Frox,30,10,600,-,-,22,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,1,1,0,0,0,FALSE,TRUE,FALSE,Eye,FALSE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,185
Enemy_Mogurudo_WeakPoint,Frox Ore,,140,-,0,-,-,-,-,-,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,1,TRUE,00:03,FALSE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,185
Enemy_Mogurudo_Middle,Obsidian Frox,,"1,350",Obsidian Frox,50,10,"1,000",-,-,42,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,1,1,0,0,0,FALSE,TRUE,FALSE,Eye,FALSE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,186
Enemy_Mogurudo_Middle_WeakPoint,Obsidian Frox Ore,,270,-,0,-,-,-,-,-,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,1,TRUE,00:03,FALSE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,186
Enemy_Mogurudo_Senior,Blue-White Frox,,"2,100",Blue-White Frox,70,10,"1,400",-,-,58,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,1,1,0,0,0,FALSE,TRUE,FALSE,Eye,FALSE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,187
Enemy_Mogurudo_Senior_WeakPoint,Blue-White Frox Ore,,420,-,0,-,-,-,-,-,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,1,TRUE,00:03,FALSE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,187
Enemy_DungeonBoss_Rito,Colgera,,600,Colgera,300,1,315,-,-,19,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,FALSE,-,FALSE,-,-,0,FALSE,FALSE,FALSE,FALSE,-,-,-,-,-,1,1.6,2.2,2.8,3.4,-,-,-,191
Enemy_DungeonBoss_Rito_Uncleared,Colgera (Final Boss),,600,Colgera (Final Boss),0,-,-,-,-,19,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,FALSE,-,FALSE,-,-,0,FALSE,FALSE,FALSE,FALSE,-,-,-,-,-,2.8,2.8,2.8,2.8,2.8,-,-,-,191
Enemy_DungeonBoss_Rito_Underground,Colgera (Depths),,600,Colgera (Depths),100,2,400,-,-,19,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,FALSE,-,FALSE,-,-,0,FALSE,FALSE,FALSE,FALSE,-,-,-,-,-,2.8,2.8,2.8,2.8,2.8,-,-,-,191
Enemy_MiddleBoss_Goron,Moragia,,3,Moragia,100,1,150,-,-,-,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,0,0,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,TRUE,00:01,FALSE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,192
Enemy_DungeonBoss_Goron,Marbled Gohma,,800 - 2400,Marbled Gohma,300,1,315,-,-,20,16,12,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,FALSE,-,FALSE,-,-,0,TRUE,FALSE,FALSE,TRUE,800,"1,200","1,600","2,000","2,400",1,1.5,2,2.5,3,-,-,-,193
Enemy_DungeonBoss_Goron_Uncleared,Marbled Gohma (Final Boss),,"2,000",Marbled Gohma (Final Boss),0,-,-,-,-,20,16,12,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,FALSE,-,FALSE,-,-,0,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,-,-,-,193
Enemy_DungeonBoss_Goron_Underground,Marbled Gohma (Depths),,"2,000",Marbled Gohma (Depths),100,2,400,-,-,20,16,12,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,FALSE,-,FALSE,-,-,0,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,-,-,-,193
Enemy_DungeonBoss_Goron_WeakPoint,Marbled Gohma Weak Point,,100,Marbled Gohma Weak Point,0,-,-,-,-,-,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,100,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,FALSE,-,FALSE,-,-,0,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,193
Enemy_LikeLike_Tar,Sludge Like,,"1,000",Sludge Like,100,1,300,-,-,22,-,-,-,-,TRUE,3,3,TRUE,10,TRUE,20,120,60,0,0,0,FALSE,TRUE,TRUE,Pulse,FALSE,FALSE,1,2,1,1,TRUE,00:03,FALSE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,194
Enemy_DungeonBoss_Zora,Mucktorok,,"1,300 - 2,275",Mucktorok,300,1,315,-,-,20,16,12,-,-,FALSE,0,0,FALSE,0,TRUE,20,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,0.6,2,0.2,1,TRUE,00:01,FALSE,-,-,0,TRUE,FALSE,FALSE,TRUE,"1,300","1,300","1,625","1,950","2,275",1,1.5,2,2.5,3,-,-,-,195
Enemy_DungeonBoss_Zora_Uncleared,Mucktorok (Final Boss),,"1,950",Mucktorok (Final Boss),0,-,-,-,-,20,16,12,-,-,FALSE,0,0,FALSE,0,TRUE,20,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,0.6,2,0.2,1,TRUE,00:01,FALSE,-,-,0,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,-,-,-,195
Enemy_DungeonBoss_Zora_Underground,Mucktorok (Depths),,"2,850",Mucktorok (Depths),100,2,400,-,-,20,16,12,-,-,FALSE,0,0,FALSE,0,TRUE,20,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,0.6,2,0.2,1,TRUE,00:01,FALSE,-,-,0,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,-,-,-,195
Enemy_DungeonBoss_Gerudo,Queen Gibdo,,"2,270 - 3,632",Queen Gibdo,300,1,405,-,-,24,20,16,-,-,TRUE,25,20,TRUE,25,TRUE,25,150,150,25,10,3,FALSE,TRUE,FALSE,"Head, Spine_1",FALSE,FALSE,1,1.5,0.2,1,TRUE,00:01,FALSE,-,-,2,TRUE,FALSE,FALSE,TRUE,"2,270","2,270","2,724","3,178","3,632",1,1.5,2,2.5,3,-,-,-,196
Enemy_DungeonBoss_Gerudo_Uncleared,Queen Gibdo (Final Boss),,"3,178",Queen Gibdo (Final Boss),0,-,-,-,-,24,20,16,-,-,TRUE,25,20,TRUE,25,TRUE,25,150,150,25,10,3,FALSE,TRUE,FALSE,"Head, Spine_1",FALSE,FALSE,1,1.5,0.2,1,TRUE,00:01,FALSE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,-,-,-,196
Enemy_DungeonBoss_Gerudo_Underground,Queen Gibdo (Depths),,"2,800",Queen Gibdo (Depths),100,2,400,-,-,24,20,16,-,-,TRUE,25,20,TRUE,25,TRUE,25,150,150,25,10,3,FALSE,TRUE,FALSE,"Head, Spine_1",FALSE,FALSE,1,1.5,0.2,1,TRUE,00:01,FALSE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,2.5,2.5,2.5,2.5,2.5,-,-,-,196
Enemy_DungeonBoss_Zonau,Seized Construct,,"20,000",Seized Construct,300,1,375,-,-,41,32,3,-,-,TRUE,10,3,TRUE,10,TRUE,10,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,0.2,1,TRUE,00:03,FALSE,-,-,2,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,197
Enemy_DungeonBoss_Zonau_Uncleared,Seized Construct (Final Boss),,"20,000 - 40,000",Seized Construct (Final Boss),0,-,-,-,-,41,32,3,-,-,TRUE,10,3,TRUE,10,TRUE,10,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,0.2,1,TRUE,00:03,FALSE,-,-,2,FALSE,FALSE,FALSE,TRUE,"20,000","25,000","30,000","35,000","40,000",-,-,-,-,-,-,-,-,197
MiasmaTentacle,Gloom Spawn,,"1,250",-,0,-,-,-,-,12,-,-,-,-,TRUE,3,3,TRUE,10,TRUE,20,1250,60,0,0,0,FALSE,TRUE,FALSE,Head,FALSE,FALSE,1,2,1,1,TRUE,00:01,FALSE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MiasmaSwarm,Phantom Ganon (Gloom Spawn),,"1,200",Phantom Ganon (Gloom Spawn),40,10,800,-,-,18,3,2,1,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,TRUE,FALSE,Head,FALSE,FALSE,1,2,0.2,1,TRUE,00:03,FALSE,-,-,1,FALSE,FALSE,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MiasmaSwarm_DekuTree,Phantom Ganon (Gloom Spawn) (Deku Tree),,"1,800",Phantom Ganon (Gloom Spawn) (Deku Tree),0,-,-,-,-,78,7 - 13,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,TRUE,FALSE,Head,FALSE,FALSE,1,2,0.2,1,TRUE,00:03,FALSE,-,-,1,FALSE,FALSE,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Enemy_PhantomGanon,Phantom Ganon (Boss),,"4,500",Phantom Ganon (Boss),30,10,600,-,-,18,3,2,1,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,TRUE,FALSE,Head,FALSE,FALSE,1,2,0.2,1,TRUE,00:03,FALSE,-,-,1,TRUE,FALSE,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,198
Enemy_Ganondorf,Demon King Ganondorf,,"2,500",Demon King Ganondorf,0,-,-,-,-,8,6,5,4,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,TRUE,FALSE,Head,FALSE,FALSE,1,2,0.2,1,TRUE,00:03,FALSE,-,-,1,TRUE,FALSE,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,199
Enemy_Ganondorf_Miasma,Demon King Ganondorf (2nd Form),,"5,000",Demon King Ganondorf (2nd Form),800,10,"11,200",-,-,8,6,5,4,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,TRUE,FALSE,Head,FALSE,FALSE,1,2,0.2,1,TRUE,00:03,FALSE,-,-,1,TRUE,FALSE,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,200
Ganondorf_Miasma_Parturition,Demon King Ganondorf (2nd Form) Clone,,900,Demon King Ganondorf (2nd Form) Clone,0,-,-,-,-,18,3,2,1,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,TRUE,FALSE,Head,FALSE,FALSE,1,2,0.2,1,TRUE,00:03,FALSE,-,-,1,TRUE,FALSE,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Enemy_Dragon_Darkness,Demon Dragon,,"6,000",Demon Dragon,0,-,-,-,-,1,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,6000,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,FALSE,-,FALSE,-,-,0,FALSE,FALSE,TRUE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,201
Enemy_Dragon_Darkness_WeakPoint,Demon Dragon Weak Point,,"1,200",-,0,-,-,-,-,-,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,1200,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,FALSE,-,FALSE,-,-,1,FALSE,FALSE,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Enemy_Dragon_Darkness_SecretStone,Demon Dragon Secret Stone,,"1,200",-,0,-,-,-,-,-,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,1200,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,FALSE,-,FALSE,-,-,1,FALSE,FALSE,TRUE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-
