ActorName,Name,Type,Object Map Link,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
ZifForest,Forest of Time,Location,Forest of Time,-367.9718,-1525.3655,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AagetoMt,Mount Agaat,Location,Mount Agaat,-4931.034,-861.76044,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgePlateau,Jia Highlands,Location,Jia Highlands,1506.6082,-2465.7075,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AkazaMt,Lanayru Range,Location,Lanayru Range,3993.5183,-1596.3353,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BachimakuMt,Solewood Range,Location,Solewood Range,4403.436,-2205.3933,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BameHill,Passer Hill,Location,Passer Hill,-3998.9048,1614.1091,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BiridinHill,Birida Lookout,Location,Birida Lookout,-3475.8167,-1868.02,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BuramuPlateau,Popla Foothills,Location,Popla Foothills,812.7005,-2177.1309,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DasukidaMt,Mount Dunsel,Location,Mount Dunsel,3197.3926,-3170.665,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DasukidaPlateau,Dunsel Plateau,Location,Dunsel Plateau,3002.681,-3081.7515,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EastEunpoHighlands,East Deplian Badlands,Location,East Deplian Badlands,1126.0508,3673.3691,-105.5,1677.9221,3670.0684,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EastGerudoPlateau,East Gerudo Mesa,Location,East Gerudo Mesa,-1576.9058,-2987.6006,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EunpoHighlands,Deplian Badlands,Location,Deplian Badlands,335.73495,3693.1484,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FenaMt,Mount Nabooru,Location,Mount Nabooru,-1885.7395,-1920.1152,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GamettaPlateau,Cliffs of Quince,Location,Cliffs of Quince,2600.7773,-1779.888,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GarakishiPass,Shadow Pass,Location,Shadow Pass,3382.508,2273.783,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GashamaHill,Crenel Hills,Location,Crenel Hills,680.5388,909.2051,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GashamahiMt,Crenel Peak,Location,Crenel Peak,1169.8965,418.94092,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GerudoCanyon,Gerudo Canyon,Location,Gerudo Canyon,-2308.2344,-2216.004,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GerudoSummit,Gerudo Summit,Location,Gerudo Summit,-4104.676,-699.1396,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GibururuMt,Ruto Mountain,Location,Ruto Mountain,3243.232,-94.80029,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GimpoMt,Mount Floria,Location,Mount Floria,1931.0382,-2777.7593,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GisaHill,Nero Hill,Location,Nero Hill,-3638.6348,948.8678,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GishiHill,Piper Ridge,Location,Piper Ridge,-3478.0706,679.18066,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GobyMt,Tuft Mountain,Location,Tuft Mountain,2566.6294,-3474.8127,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoinaPlateau,Pierre Plateau,Location,Pierre Plateau,2213.0557,-944.0733,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HawkMt,Cuho Mountain,Location,Cuho Mountain,-3834.2827,1326.9097,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeburaEastSummit,Hebra East Summit,Location,Hebra East Summit,-2752.838,3053.6663,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeburaIcicle,Icefall Foothills,Location,Icefall Foothills,-4311.6025,3792.5413,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeburaMt_North,Hebra North Crest,Location,Hebra North Crest,-3539.2683,3740.2095,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeburaNorthSummit,Hebra North Summit,Location,Hebra North Summit,-3983.6406,3612.7207,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeburaPeak,Hebra Peak,Location,Hebra Peak,-2770.6824,2913.745,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeburaSouthSummit,Hebra South Summit,Location,Hebra South Summit,-3471.1555,2576.249,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeburaWestSummit,Hebra West Summit,Location,Hebra West Summit,-4422.7983,2722.941,-105.5,-4455.3276,3171.2236,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HemaHill,Hemaar's Descent,Location,Hemaar's Descent,-4239.648,-152.97552,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HimeidaMt,Meda Mountain,Location,Meda Mountain,2548.4478,-2461.164,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HyliaMt,Mount Hylia,Location,Mount Hylia,-1277.1523,-2180.2441,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IbaraPlateau,Ibara Butte,Location,Ibara Butte,765.2322,-3789.279,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IkokoPlateau,Talus Plateau,Location,Talus Plateau,4444.8457,-365.49,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ImeruMt,Elma Knolls,Location,Elma Knolls,-415.30298,1796.7875,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JijigegeMt,Mount Rozudo,Location,Mount Rozudo,2377.4458,-2195.2505,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KagossaMt,Zokassa Ridge,Location,Zokassa Ridge,-556.5149,-3222.2815,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KakufusaPlain,Whistling Hill,Location,Whistling Hill,151.76251,-851.83875,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KapporeMt,Mount Faloraa,Location,Mount Faloraa,-925.6411,-2629.127,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KasuraMt,Corvash Peak,Location,Corvash Peak,-3243.397,2422.5327,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KazusuPass,Kaepora Pass,Location,Kaepora Pass,4114.774,1206.4218,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KikinosaMt,Lindor's Brow,Location,Lindor's Brow,-1939.7249,1340.1826,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KikinosaPlain,Upland Lindor,Location,Upland Lindor,-2544.851,1279.4142,-105.5,-2231.495,1344.8691,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KimarikaMt,Peak of Awakening,Location,Peak of Awakening,2912.347,-1463.0337,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KimarikaPlateau,Nirvata Plateau,Location,Nirvata Plateau,3200.9785,-1385.7667,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KinshoiMt,Mount Daphnes,Location,Mount Daphnes,-1105,-556.2332,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KirisasaPlateau,Lanayru Bluff,Location,Lanayru Bluff,2929.4978,-1244.7957,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KiriyabuMt,Bonooru's Stand,Location,Bonooru's Stand,2153.1897,-1130.3082,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KitakkarePlateau,North Akkala Foothill,Location,North Akkala Foothill,4177.499,2915.455,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KuroidaPlateau,Breman Peak,Location,Breman Peak,2134.7354,-2577.8232,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KutiffMt,Mount Rhoam,Location,Mount Rhoam,-2690.956,776.0194,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_DeathMountain,Death Mountain,Location,Death Mountain,2530.13,2479.4666,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_EldinMountains,Eldin Mountains,Location,Eldin Mountains,1310.0756,3375.6157,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_GerudoHighlands,Gerudo Highlands,Location,Gerudo Highlands,-4088.5078,-843.23987,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_HeburaMountains,Hebra Mountains,Location,Hebra Mountains,-3079.067,3024.6821,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_HyruleHill,Hyrule Ridge,Location,Hyrule Ridge,-2382.6243,407.07727,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_LiveMountain,Mount Lanayru,Location,Mount Lanayru,3882.3994,-1120.2402,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_TamulPlateau,Akkala Highlands,Location,Akkala Highlands,3476.8496,2205.8804,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarittaHill,Salari Hill,Location,Salari Hill,-1443.9471,1343.8732,-105.5,-1339.3524,1522.522,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MemeMt,Ploymus Mountain,Location,Ploymus Mountain,3853.2507,660.0387,480.7334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MezusuPass,Rospro Pass,Location,Rospro Pass,-3574.702,2363.096,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MizemakuMt,Walnot Mountain,Location,Walnot Mountain,4170.002,-1922.0071,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MomoMt,Scout's Hill,Location,Scout's Hill,-20.78064,-1898.3446,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoriMt,Ulri Mountain,Location,Ulri Mountain,3612.613,2093.094,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MorudaMt,Daval Peak,Location,Daval Peak,-1391.4855,-3599.8108,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MorugaMt,Mount Granajh,Location,Mount Granajh,-1376.0925,-3361.4353,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaganizaHill,Temto Hill,Location,Temto Hill,2381.7632,-3400.4102,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NefraHill,Nephra Hill,Location,Nephra Hill,-2166.3547,-1509.3517,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NishakkarePlain,Kanalet Ridge,Location,Kanalet Ridge,3308.855,1906.9763,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PongagaMt,Ebon Mountain,Location,Ebon Mountain,3350.909,-2531.1516,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PoponMt,Satori Mountain,Location,Satori Mountain,-2259.383,-288.2556,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PukiroroMt,Zodobon Highlands,Location,Zodobon Highlands,2728.6086,-119.19498,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RinosPass,Dronoc's Pass,Location,Dronoc's Pass,-3793.1533,2236.1294,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RirimukuHighlands,Drenan Highlands,Location,Drenan Highlands,-344.38074,3120.9983,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RirimukuMt,Mount Drena,Location,Mount Drena,-561.4199,2635.1152,-105.5,-571.42114,2308.8418,-105.5,-355.3164,2767.049,-105.5,-825.6262,2764.2717,-105.5,-1247.4896,3262.8518,-105.5,,,,,,,,,,,,,,,,,,,,,
RishakutoPlateau,Pillars of Levia,Location,Pillars of Levia,1849.9119,-1243.9044,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RokomakuMt,Madorna Mountain,Location,Madorna Mountain,3821.5686,-1688.9856,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RuberaHill,Cliffs of Ruvara,Location,Cliffs of Ruvara,-3392.4097,-609.5185,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RutimaHill,Rutimala Hill,Location,Rutimala Hill,-4527.0254,-1417.0447,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SaiMt,Mount Gustaf,Location,Mount Gustaf,-915.31274,210.85791,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanaePlateau,Hills of Baumer,Location,Hills of Baumer,429.7239,-1760.0726,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SaohPoint,Ternio Trail,Location,Ternio Trail,2687.7,764.1218,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShariverMt,Talonto Peak,Location,Talonto Peak,-3171.5427,2682.1592,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShinyarkiPlateau,Rauru Hillside,Location,Rauru Hillside,497.74777,1537.6544,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SojijiHill,Safula Hill,Location,Safula Hill,-1756.4575,-856.55695,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TabantaHill,Tabantha Hills,Location,Tabantha Hills,-2464.5144,1843.002,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TafeaHill,Taafei Hill,Location,Taafei Hill,-2807.4714,-1819.1892,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TargarPlain,Brynna Plain,Location,Brynna Plain,3927.2566,-382.12332,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TennoMt,Washa's Bluff,Location,Washa's Bluff,-2731.7954,-87.183014,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TerumeMt,Mount Taran,Location,Mount Taran,2483.598,-2676.389,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TerumePass,Taran Pass,Location,Taran Pass,2713.6943,-2853.93,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TorumaDesert,Toruma Dunes,Location,Toruma Dunes,-4762.801,-2730.9995,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TwinsMountain,Dueling Peaks,Location,Dueling Peaks,1358.1024,-1781.7185,-105.5,1269.3143,-2038.7462,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UchoPlateau,Mable Ridge,Location,Mable Ridge,1336.5887,-1424.1989,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WestEunpoHighlands,West Deplian Badlands,Location,West Deplian Badlands,16.800262,3454.644,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmimePlateau,Nette Plateau,Location,Nette Plateau,219.73828,-3631.8901,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnbonBeach,Martha's Landing,Location,Martha's Landing,1206.6833,-3728.9216,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnchoBeach,Toronbo Beach,Location,Toronbo Beach,4498.385,-3552.553,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArafuraPlain,Fural Plain,Location,Fural Plain,446.59302,-3335.2817,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AzimetosPlateau,Mystathi's Shelf,Location,Mystathi's Shelf,-4044.9194,-405.9199,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaconCliff,Gortram Cliff,Location,Gortram Cliff,1818.7449,1890.8843,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BantaValley,Breach of Demise,Location,Breach of Demise,-1437.2133,554.4126,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarumePlain,Barula Plain,Location,Barula Plain,193.44873,-3134.5454,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BironSnow,Biron Snowshelf,Location,Biron Snowshelf,-3719.0518,2982.0652,-105.5,-3929.0078,3319.0752,-105.5,-4052.7617,3010.6724,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
BituoValley,Tobio's Hollow,Location,Tobio's Hollow,1329.2715,-2564.3208,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlizzarValley,Coldsnap Hollow,Location,Coldsnap Hollow,-3065.7603,2954.228,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrostarPlain,Samasa Plain,Location,Samasa Plain,3238.9143,-567.59,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BuhaIslands,Broca Island,Location,Broca Island,2701.1992,1769.6309,-105.5,2698.522,1762.5836,139.07495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BuichadaPlateau,Tumlea Heights,Location,Tumlea Heights,4166.957,3153.4443,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BumiPlain,Windvane Meadow,Location,Windvane Meadow,-264.64856,-605.4452,-105.5,-664.16626,-750.4846,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CresiaPeninsula,Cape Cresia,Location,Cape Cresia,3420.639,-3807.4753,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DanioPlain,Ukuku Plains,Location,Ukuku Plains,3950.5142,977.12134,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DatsuPlain,Parache Plains,Location,Parache Plains,-348.24304,-3298.6335,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DekamuPlain,Marblod Plain,Location,Marblod Plain,2770.1958,-2282.414,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DokamamaPlain,Sahasra Slope,Location,Sahasra Slope,1265.7698,-772.6583,-105.5,1378.1572,-1050.0826,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DotiBeach,Rimba Beach,Location,Rimba Beach,3167.1404,-3721.0876,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonsFar,Dragon's Exile,Location,Dragon's Exile,-4785.0776,-3508.5737,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EastGerudo,East Barrens,Location,East Barrens,-2537.6533,-3539.3044,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquePlateau,Angel Peak,Location,Angel Peak,1715.5012,-2619.629,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErumedaPlateau,Meadela's Mantle,Location,Meadela's Mantle,-4100.3423,-1296.489,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GakanakkyoPlain,West Hyrule Plains,Location,West Hyrule Plains,-1605.5342,202.0661,-105.5,-1946.5764,117.13403,-105.5,-1408.1262,342.21313,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
GiankonIsland,Mekar Island,Location,Mekar Island,-259.56085,2193.719,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoanaValley,Gama Cove,Location,Gama Cove,3273.6216,-3412.0698,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GumaroValley,Atun Valley,Location,Atun Valley,2469.4192,-3259.8618,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GutinizaPlain,Guchini Plain,Location,Guchini Plain,869.9221,-3363.7185,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GyunaIsland,Ankel Island,Location,Ankel Island,4651.7036,1026.9918,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HamiyonPlain,Ovli Plain,Location,Ovli Plain,3060.0105,-1883.2943,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HatenoBeach,Hateno Beach,Location,Hateno Beach,4016.5518,-2314.7,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HatenokoIsland,Tenoko Island,Location,Tenoko Island,4008.3691,-2944.7773,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeburaTundera,Hebra Tundra,Location,Hebra Tundra,-3395.0532,3297.968,-105.5,-3310.2375,3077.4602,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HesonaiValley,Yarna Valley,Location,Yarna Valley,-1867.9241,-2816.8167,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HigakkarePlain,East Akkala Plains,Location,East Akkala Plains,4096.214,2148.7083,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HyralIslands,Hylia Island,Location,Hylia Island,-329.83508,-2638.2441,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IooValley,Trilby Valley,Location,Trilby Valley,2272.2803,709.5625,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IsakuIslands,Millennio Sandbar,Location,Millennio Sandbar,1418.596,-44.872864,-105.5,1934.1353,-323.28854,-105.5,1311.4379,-535.17914,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
JedaPlateau,Koukot Plateau,Location,Koukot Plateau,-2197.6956,-1787.0361,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KaiyanPlain,Rabia Plain,Location,Rabia Plain,2614.5588,-590.4836,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KakaomePlain,Irch Plain,Location,Irch Plain,-901.645,1434.8931,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KamasuPlateau,Kamah Plateau,Location,Kamah Plateau,1436.4528,-2988.9978,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KamutariPlateau,Phalian Highlands,Location,Phalian Highlands,2509.431,-1225.7291,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KarusaValley,Karusa Valley,Location,Karusa Valley,-4308.1943,-1854.4979,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KattoriPlateau,Farosh Hills,Location,Farosh Hills,556.17633,-2487.625,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KazanaDungeon,Tempest Gulch,Location,Tempest Gulch,3454.6848,3254.7407,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KihirePlain,Keelay Plain,Location,Keelay Plain,1492.766,-2867.2695,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KinmePlateau,Koholit Rock,Location,Koholit Rock,4654.1533,-3742.7495,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KitakkarePlain,North Akkala Valley,Location,North Akkala Valley,3803.3428,2823.346,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KokuppiSnow,Kopeeki Drifts,Location,Kopeeki Drifts,-2345.4355,2508.5098,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KomoreBeach,Komo Shoreline,Location,Komo Shoreline,698.7559,-3932.4897,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KoshaIsland,Davdi Island,Location,Davdi Island,4636.826,608.1184,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KukujaValley,Tanagar Canyon,Location,Tanagar Canyon,-2918.1792,1180.6229,-105.5,-2292.558,1583.5935,-105.5,-3112.0698,485.27704,-105.5,-3485.0183,179.34375,-105.5,-3939.646,186.95837,-105.5,,,,,,,,,,,,,,,,,,,,,
KumPlateau,Sturnida Basin,Location,Sturnida Basin,-4109.8423,2850.5027,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KurindaPrairie,Darybon Plains,Location,Darybon Plains,-332.9032,-3682.9153,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KurisobeSnow,Risoka Snowfield,Location,Risoka Snowfield,-4556.4023,-1090.7507,-105.5,-4528.1577,-743.46313,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaveBeach,Laverra Beach,Location,Laverra Beach,-174.45685,-3850.024,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MacusePeninsula,Rist Peninsula,Location,Rist Peninsula,4616.3994,2242.9976,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MakuminoValley,Harfin Valley,Location,Harfin Valley,95.26318,-3394.4514,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_CentralHyrule,Hyrule Field,Location,Hyrule Field,-458.72003,-581.59576,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_EastHateru,East Necluda,Location,East Necluda,2679.2944,-2507.2803,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_EldinCanyon,Eldin Canyon,Location,Eldin Canyon,1852.762,1400.6433,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_FironeGrassland,Faron Grasslands,Location,Faron Grasslands,-423.30347,-3156.432,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_GerudoDesert,Gerudo Desert,Location,Gerudo Desert,-3681.5793,-3428.9043,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_LanayruWetlands,Lanayru Wetlands,Location,Lanayru Wetlands,1825.7256,-58.98047,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_TabantaFrontier,Tabantha Frontier,Location,Tabantha Frontier,-3476.1707,1220.9668,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_TamulOutback,Deep Akkala,Location,Deep Akkala,3602.1533,3186.161,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_WestHateru,West Necluda,Location,West Necluda,1297.487,-1524.7384,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarittaPrairie,Salari Plain,Location,Salari Plain,-1669.7483,1736.6343,-105.5,-1253.685,1761.2681,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
