Shop ActorName,NPC ActorName,Shop Name,NPC Name,Location,Required Quest,Currency,Object Map Link,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock
-,Npc_Zonau_Golem_Servant_Minus0002,Steward Construct,Steward Construct,Abandoned Gerudo Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltShopGolem_01,Npc_Zonau_Golem_Servant_Minus0012,Forge Construct,Forge Construct,Abandoned Gerudo Mine,-,Zonaite,Forge Construct,Zonai Charge,2,15,Large Zonai Charge,1,5,Crystallized Charge,3,30,Large Crystallized Charge,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Zonau_Golem_Servant_Minus0022,Steward Construct,Steward Construct,Abandoned Gerudo Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Zonau_Golem_Servant_Minus0003,Steward Construct,Steward Construct,Abandoned Kara Kara Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltShopGolem_02,Npc_Zonau_Golem_Servant_Minus0013,Forge Construct,Forge Construct,Abandoned Kara Kara Mine,-,Zonaite,Forge Construct,Zonai Charge,2,15,Large Zonai Charge,1,5,Crystallized Charge,3,30,Large Crystallized Charge,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Zonau_Golem_Servant_Minus0004,Steward Construct,Steward Construct,Abandoned Lanayru Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltShopGolem_03,Npc_Zonau_Golem_Servant_Minus0014,Forge Construct,Forge Construct,Abandoned Lanayru Mine,-,Zonaite,Forge Construct,Zonai Charge,2,15,Large Zonai Charge,1,5,Crystallized Charge,3,30,Large Crystallized Charge,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Zonau_Golem_Servant_Minus0024,Steward Construct,Steward Construct,Abandoned Lanayru Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Zonau_Golem_Servant_Minus0005,Steward Construct,Steward Construct,Abandoned Hebra Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltShopGolem_04,Npc_Zonau_Golem_Servant_Minus0015,Forge Construct,Forge Construct,Abandoned Hebra Mine,-,Zonaite,Forge Construct,Zonai Charge,2,15,Large Zonai Charge,1,5,Crystallized Charge,3,30,Large Crystallized Charge,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Zonau_Golem_Servant_Minus0025,Steward Construct,Steward Construct,Abandoned Hebra Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Zonau_Golem_Servant_Minus0006,Steward Construct,Steward Construct,Abandoned Eldin Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltShopGolem_05,Npc_Zonau_Golem_Servant_Minus0016,Forge Construct,Forge Construct,Abandoned Eldin Mine,-,Zonaite,Forge Construct,Zonai Charge,2,15,Large Zonai Charge,1,5,Crystallized Charge,3,30,Large Crystallized Charge,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Zonau_Golem_Servant_Minus0007,Steward Construct,Steward Construct,Abandoned Tarrey Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltShopGolem_06,Npc_Zonau_Golem_Servant_Minus0017,Forge Construct,Forge Construct,Abandoned Tarrey Mine,-,Zonaite,Forge Construct,Zonai Charge,2,15,Large Zonai Charge,1,5,Crystallized Charge,3,30,Large Crystallized Charge,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Zonau_Golem_Servant_Minus0008,Steward Construct,Steward Construct,Abandoned Kakariko Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltShopGolem_07,Npc_Zonau_Golem_Servant_Minus0018,Forge Construct,Forge Construct,Abandoned Kakariko Mine,-,Zonaite,Forge Construct,Zonai Charge,2,15,Large Zonai Charge,1,5,Crystallized Charge,3,30,Large Crystallized Charge,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Zonau_Golem_Servant_Minus0009,Steward Construct,Steward Construct,Abandoned Hateno Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltShopGolem_08,Npc_Zonau_Golem_Servant_Minus0019,Forge Construct,Forge Construct,Abandoned Hateno Mine,-,Zonaite,Forge Construct,Zonai Charge,2,15,Large Zonai Charge,1,5,Crystallized Charge,3,30,Large Crystallized Charge,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Zonau_Golem_Servant_Minus0010,Steward Construct,Steward Construct,Abandoned Lurelin Mine,-,Zonaite,Steward Construct,Zonai Charge,2,99,Large Zonai Charge,1,99,Crystallized Charge,3,99,Large Crystallized Charge,3,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltShopGolem_09,Npc_Zonau_Golem_Servant_Minus0020,Forge Construct,Forge Construct,Abandoned Lurelin Mine,-,Zonaite,Forge Construct,Zonai Charge,2,15,Large Zonai Charge,1,5,Crystallized Charge,3,30,Large Crystallized Charge,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForgeShopGolem,Npc_Zonau_Golem_Servant_ZonauChallenge_01,Smithing Construct,Smithing Construct,Spirit Temple,-,Zonaite,Smithing Construct,Mighty Zonaite Sword,45,1,Mighty Zonaite Longsword,60,1,Mighty Zonaite Spear,30,1,Mighty Zonaite Shield,45,1,Zonaite Bow,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmallDemonStatue,FldObj_AmosStatue_A_02,Bargainer Statue,-,Lookout Landing,-,Poes,Bargainer Statue,Dark Clump,10,10,Muddle Bud,16,99,Puffshroom,16,99,Bomb Flower,16,99,Dark Hood,300,1,Dark Tunic,150,1,Dark Trousers,200,1,Hood of the Depths,300,1,Tunic of the Depths,150,1,Gaiters of the Depths,200,1,Tunic of Memories,400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DemonStatue_00,TwnObj_DemonStatue_C_01,Bargainer Statue,-,Great Abandoned Central Mine,-,Poes,Bargainer Statue,Dark Clump,10,10,Muddle Bud,16,99,Puffshroom,16,99,Bomb Flower,16,99,Dark Hood,300,1,Dark Tunic,150,1,Dark Trousers,200,1,Hood of the Depths,300,1,Tunic of the Depths,150,1,Gaiters of the Depths,200,1,Tunic of Memories,400,1,Cap of the Hero,400,1,Tunic of the Hero,400,1,Trousers of the Hero,400,1,Cap of Time,400,1,Tunic of Time,400,1,Trousers of Time,400,1,Cap of Twilight,400,1,Tunic of Twilight,400,1,Trousers of Twilight,400,1,Cap of the Wind,400,1,Tunic of the Wind,400,1,Trousers of the Wind,400,1,Cap of the Sky,400,1,Tunic of the Sky,400,1,Trousers of the Sky,400,1,Cap of the Wild,400,1,Tunic of the Wild,400,1,Trousers of the Wild,400,1,Mask of Awakening,400,1,Tunic of Awakening,400,1,Trousers of Awakening,400,1,Fierce Deity Mask,400,1,Fierce Deity Armor,400,1,Fierce Deity Boots,400,1,Phantom Helmet,400,1,Phantom Armor,400,1,Phantom Greaves,400,1,Evil Spirit Mask,400,1,Evil Spirit Armor,400,1,Evil Spirit Greaves,400,1,Tingle's Hood,400,1,Tingle's Shirt,400,1,Tingle's Tights,400,1,Island Lobster Shirt,400,1,Sheik's Mask,400,1,Majora's Mask,400,1,Midna's Helmet,400,1,Zant's Helmet,400,1,Ravio's Hood,400,1,Korok Mask,400,1,Magic Rod,100,1,Magic Scepter,100,1,Magic Staff,100,1,Sword of the Hero,100,1,Biggoron's Sword,150,1,Dusk Claymore,140,1,Fierce Deity Sword,160,1,Sea-Breeze Boomerang,100,1,Sea-Breeze Shield,120,1
DemonStatue_01,TwnObj_DemonStatue_C_02,Bargainer Statue,-,Plains Bargainer Statue,-,Poes,Bargainer Statue,Dark Clump,10,10,Muddle Bud,16,99,Puffshroom,16,99,Bomb Flower,16,99,Dark Hood,300,1,Dark Tunic,150,1,Dark Trousers,200,1,Hood of the Depths,300,1,Tunic of the Depths,150,1,Gaiters of the Depths,200,1,Tunic of Memories,400,1,Cap of the Hero,400,1,Tunic of the Hero,400,1,Trousers of the Hero,400,1,Cap of Time,400,1,Tunic of Time,400,1,Trousers of Time,400,1,Cap of Twilight,400,1,Tunic of Twilight,400,1,Trousers of Twilight,400,1,Cap of the Wind,400,1,Tunic of the Wind,400,1,Trousers of the Wind,400,1,Cap of the Sky,400,1,Tunic of the Sky,400,1,Trousers of the Sky,400,1,Cap of the Wild,400,1,Tunic of the Wild,400,1,Trousers of the Wild,400,1,Mask of Awakening,400,1,Tunic of Awakening,400,1,Trousers of Awakening,400,1,Fierce Deity Mask,400,1,Fierce Deity Armor,400,1,Fierce Deity Boots,400,1,Phantom Helmet,400,1,Phantom Armor,400,1,Phantom Greaves,400,1,Evil Spirit Mask,400,1,Evil Spirit Armor,400,1,Evil Spirit Greaves,400,1,Tingle's Hood,400,1,Tingle's Shirt,400,1,Tingle's Tights,400,1,Island Lobster Shirt,400,1,Sheik's Mask,400,1,Majora's Mask,400,1,Midna's Helmet,400,1,Zant's Helmet,400,1,Ravio's Hood,400,1,Korok Mask,400,1,Magic Rod,100,1,Magic Scepter,100,1,Magic Staff,100,1,Sword of the Hero,100,1,Biggoron's Sword,150,1,Dusk Claymore,140,1,Fierce Deity Sword,160,1,Sea-Breeze Boomerang,100,1,Sea-Breeze Shield,120,1
DemonStatue_02,TwnObj_DemonStatue_C_03,Bargainer Statue,-,Cliff Bargainer Statue,-,Poes,Bargainer Statue,Dark Clump,10,10,Muddle Bud,16,99,Puffshroom,16,99,Bomb Flower,16,99,Dark Hood,300,1,Dark Tunic,150,1,Dark Trousers,200,1,Hood of the Depths,300,1,Tunic of the Depths,150,1,Gaiters of the Depths,200,1,Tunic of Memories,400,1,Cap of the Hero,400,1,Tunic of the Hero,400,1,Trousers of the Hero,400,1,Cap of Time,400,1,Tunic of Time,400,1,Trousers of Time,400,1,Cap of Twilight,400,1,Tunic of Twilight,400,1,Trousers of Twilight,400,1,Cap of the Wind,400,1,Tunic of the Wind,400,1,Trousers of the Wind,400,1,Cap of the Sky,400,1,Tunic of the Sky,400,1,Trousers of the Sky,400,1,Cap of the Wild,400,1,Tunic of the Wild,400,1,Trousers of the Wild,400,1,Mask of Awakening,400,1,Tunic of Awakening,400,1,Trousers of Awakening,400,1,Fierce Deity Mask,400,1,Fierce Deity Armor,400,1,Fierce Deity Boots,400,1,Phantom Helmet,400,1,Phantom Armor,400,1,Phantom Greaves,400,1,Evil Spirit Mask,400,1,Evil Spirit Armor,400,1,Evil Spirit Greaves,400,1,Tingle's Hood,400,1,Tingle's Shirt,400,1,Tingle's Tights,400,1,Island Lobster Shirt,400,1,Sheik's Mask,400,1,Majora's Mask,400,1,Midna's Helmet,400,1,Zant's Helmet,400,1,Ravio's Hood,400,1,Korok Mask,400,1,Magic Rod,100,1,Magic Scepter,100,1,Magic Staff,100,1,Sword of the Hero,100,1,Biggoron's Sword,150,1,Dusk Claymore,140,1,Fierce Deity Sword,160,1,Sea-Breeze Boomerang,100,1,Sea-Breeze Shield,120,1
DemonStatue_03,TwnObj_DemonStatue_C_04,Bargainer Statue,-,Wellspring of Wisdom,-,Poes,Bargainer Statue,Dark Clump,10,10,Muddle Bud,16,99,Puffshroom,16,99,Bomb Flower,16,99,Dark Hood,300,1,Dark Tunic,150,1,Dark Trousers,200,1,Hood of the Depths,300,1,Tunic of the Depths,150,1,Gaiters of the Depths,200,1,Tunic of Memories,400,1,Cap of the Hero,400,1,Tunic of the Hero,400,1,Trousers of the Hero,400,1,Cap of Time,400,1,Tunic of Time,400,1,Trousers of Time,400,1,Cap of Twilight,400,1,Tunic of Twilight,400,1,Trousers of Twilight,400,1,Cap of the Wind,400,1,Tunic of the Wind,400,1,Trousers of the Wind,400,1,Cap of the Sky,400,1,Tunic of the Sky,400,1,Trousers of the Sky,400,1,Cap of the Wild,400,1,Tunic of the Wild,400,1,Trousers of the Wild,400,1,Mask of Awakening,400,1,Tunic of Awakening,400,1,Trousers of Awakening,400,1,Fierce Deity Mask,400,1,Fierce Deity Armor,400,1,Fierce Deity Boots,400,1,Phantom Helmet,400,1,Phantom Armor,400,1,Phantom Greaves,400,1,Evil Spirit Mask,400,1,Evil Spirit Armor,400,1,Evil Spirit Greaves,400,1,Tingle's Hood,400,1,Tingle's Shirt,400,1,Tingle's Tights,400,1,Island Lobster Shirt,400,1,Sheik's Mask,400,1,Majora's Mask,400,1,Midna's Helmet,400,1,Zant's Helmet,400,1,Ravio's Hood,400,1,Korok Mask,400,1,Magic Rod,100,1,Magic Scepter,100,1,Magic Staff,100,1,Sword of the Hero,100,1,Biggoron's Sword,150,1,Dusk Claymore,140,1,Fierce Deity Sword,160,1,Sea-Breeze Boomerang,100,1,Sea-Breeze Shield,120,1
DemonStatue_04,TwnObj_DemonStatue_C_05,Bargainer Statue,-,Wellspring of Courage,-,Poes,Bargainer Statue,Dark Clump,10,10,Muddle Bud,16,99,Puffshroom,16,99,Bomb Flower,16,99,Dark Hood,300,1,Dark Tunic,150,1,Dark Trousers,200,1,Hood of the Depths,300,1,Tunic of the Depths,150,1,Gaiters of the Depths,200,1,Tunic of Memories,400,1,Cap of the Hero,400,1,Tunic of the Hero,400,1,Trousers of the Hero,400,1,Cap of Time,400,1,Tunic of Time,400,1,Trousers of Time,400,1,Cap of Twilight,400,1,Tunic of Twilight,400,1,Trousers of Twilight,400,1,Cap of the Wind,400,1,Tunic of the Wind,400,1,Trousers of the Wind,400,1,Cap of the Sky,400,1,Tunic of the Sky,400,1,Trousers of the Sky,400,1,Cap of the Wild,400,1,Tunic of the Wild,400,1,Trousers of the Wild,400,1,Mask of Awakening,400,1,Tunic of Awakening,400,1,Trousers of Awakening,400,1,Fierce Deity Mask,400,1,Fierce Deity Armor,400,1,Fierce Deity Boots,400,1,Phantom Helmet,400,1,Phantom Armor,400,1,Phantom Greaves,400,1,Evil Spirit Mask,400,1,Evil Spirit Armor,400,1,Evil Spirit Greaves,400,1,Tingle's Hood,400,1,Tingle's Shirt,400,1,Tingle's Tights,400,1,Island Lobster Shirt,400,1,Sheik's Mask,400,1,Majora's Mask,400,1,Midna's Helmet,400,1,Zant's Helmet,400,1,Ravio's Hood,400,1,Korok Mask,400,1,Magic Rod,100,1,Magic Scepter,100,1,Magic Staff,100,1,Sword of the Hero,100,1,Biggoron's Sword,150,1,Dusk Claymore,140,1,Fierce Deity Sword,160,1,Sea-Breeze Boomerang,100,1,Sea-Breeze Shield,120,1
DemonStatue_05,TwnObj_DemonStatue_C_06,Bargainer Statue,-,Wellspring of Power,-,Poes,Bargainer Statue,Dark Clump,10,10,Muddle Bud,16,99,Puffshroom,16,99,Bomb Flower,16,99,Dark Hood,300,1,Dark Tunic,150,1,Dark Trousers,200,1,Hood of the Depths,300,1,Tunic of the Depths,150,1,Gaiters of the Depths,200,1,Tunic of Memories,400,1,Cap of the Hero,400,1,Tunic of the Hero,400,1,Trousers of the Hero,400,1,Cap of Time,400,1,Tunic of Time,400,1,Trousers of Time,400,1,Cap of Twilight,400,1,Tunic of Twilight,400,1,Trousers of Twilight,400,1,Cap of the Wind,400,1,Tunic of the Wind,400,1,Trousers of the Wind,400,1,Cap of the Sky,400,1,Tunic of the Sky,400,1,Trousers of the Sky,400,1,Cap of the Wild,400,1,Tunic of the Wild,400,1,Trousers of the Wild,400,1,Mask of Awakening,400,1,Tunic of Awakening,400,1,Trousers of Awakening,400,1,Fierce Deity Mask,400,1,Fierce Deity Armor,400,1,Fierce Deity Boots,400,1,Phantom Helmet,400,1,Phantom Armor,400,1,Phantom Greaves,400,1,Evil Spirit Mask,400,1,Evil Spirit Armor,400,1,Evil Spirit Greaves,400,1,Tingle's Hood,400,1,Tingle's Shirt,400,1,Tingle's Tights,400,1,Island Lobster Shirt,400,1,Sheik's Mask,400,1,Majora's Mask,400,1,Midna's Helmet,400,1,Zant's Helmet,400,1,Ravio's Hood,400,1,Korok Mask,400,1,Magic Rod,100,1,Magic Scepter,100,1,Magic Staff,100,1,Sword of the Hero,100,1,Biggoron's Sword,150,1,Dusk Claymore,140,1,Fierce Deity Sword,160,1,Sea-Breeze Boomerang,100,1,Sea-Breeze Shield,120,1
